,ListingNumber,Term,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
LP_CustomerPrincipalPayments,-0.3665550714754556,-0.12825514095038498,-0.18044529597051331,-0.15372229649905625,-0.15156309713745666,-0.08642254093710226,-0.13354851453600408,0.058197911027172776,0.1541510118645117,0.21319705010704454,-0.06204983418229682,-0.04527291761965226,0.08918598970198675,0.10023662705317926,0.22505751584933997,0.22505751584933997,0.01859711409816882,-0.00048033217250664014,0.010455188464721906,0.01907684875931811,0.039487239719536965,0.012657171025942092,0.011731788159062808,-0.07822427226876658,-0.018724261999005783,-0.0825819255831037,-0.0743513293600633,-0.0057103603341994045,0.0708037791815653,-0.12708025863992473,0.1523254947054075,0.026645554434171628,0.06710899110750466,-0.013269971584880068,0.011278692983062279,0.027639482595011203,0.0825568575885701,-0.02335426080004476,-0.039401541523694385,-0.034849113528407444,-0.03865143806941726,-0.013777302534383492,0.1035853504852736,-0.024044404781692338,0.08816237992151871,-0.10059697661155725,0.48259624293427406,0.3024046167879549,-0.37017104207456525,0.32296516648058105,0.3871997459972576,0.9774300449629575,1.0,0.5182031948181381,-0.5769328775477826,-0.02570645221799297,-0.06499620006919629,-0.0656242610796033,-0.013763593795487281,-0.04105651863465366,0.08462810488412378,0.08077797546033408,0.07509551299848845,0.5512147552446311
LP_InterestandFees,-0.28116977237341434,0.15889024855811287,0.16972550664553648,0.20047913270675546,0.20116156551998476,0.25293619258990613,0.10798681406367705,0.44042467118923,-0.10490096580087573,0.010905208577290276,-0.030450877755773733,-0.00310228420950628,0.07616819393440612,0.0392861300099473,0.07680985619987052,0.07680985619987052,0.025585112769044613,0.015574461330323516,0.034834669604529744,0.023935739381003563,0.08950578372054306,0.02815583900238446,0.023970975242124822,-0.04245369817250949,0.0024772941549735814,-0.026102528171424194,-0.023668035122303244,0.015008296755120863,0.07913881223316646,0.016264106358744663,-0.007002592277698649,0.03378064288471745,-0.008248029569589383,-0.005540078243005899,0.04780448500921568,-0.00942557523014824,0.06316594266932307,-0.03811110661953052,0.03302561202424221,0.029922157516852427,0.022647112248891613,0.030341574086535424,0.04791653760359678,0.03303917811258988,-0.03402852167485801,0.008294965805469422,0.41334564724946093,0.158185455992062,-0.2769668997525378,0.36635854516869903,0.3904761451110323,0.6871885109973702,0.5182031948181381,1.0,-0.8625552746012076,-0.13355611580152393,0.11585260885439026,0.1122318193104396,0.0526038325434557,-0.06687712619940983,0.03607378359498071,0.027858081501284854,0.04446024111935734,0.3821266901253209
LP_ServiceFees,0.20828577017103053,-0.16760036570422113,0.11697367806025488,0.09599325934012226,0.0978544286217626,0.05830858213539947,0.19747066900946111,-0.1362742900278463,-0.21133743967908536,-0.2314637168571795,0.03418874310671673,0.0002007651505115563,-0.12364932647805552,0.005209459879754198,-0.23797843240065716,-0.23797843240065716,-0.04884444003726233,-0.043436386212759935,-0.041498271349843865,-0.06873685446163241,-0.10786918934142979,0.05506992185371481,0.049949622637056865,0.09618018372985063,0.015995649343825247,0.07944459271141249,0.0658223773337733,0.0018716208422178671,-0.09327019141788005,0.05939390971551741,-0.10011990508447448,-0.04873821549816389,-0.0672408174186714,0.04834638390006325,-0.01229427909961425,-0.028711128129202637,-0.09795051102036842,0.029615580635986044,-0.022182799409939412,-0.024838040699312988,0.017418557208339028,-0.0034700163319946616,-0.13899816402285262,-0.06901204061788946,-0.05516298173990756,0.05495072874515334,-0.383058496513854,-0.08892150171707071,0.2046511970071735,-0.48336698513108234,-0.46205325591438223,-0.7031245393563517,-0.5769328775477826,-0.8625552746012076,1.0,0.08520517784030594,-0.04942920959980151,-0.04436806769816431,-0.041250273619377505,0.06959054468663292,-0.03901614444745382,-0.035003680461520234,-0.05667464300092178,-0.5248355639833975
LP_CollectionFees,0.10419068381061167,0.03584137078940775,-0.04145199424914932,-0.05337824759610689,-0.0529541818158753,-0.06870806440737243,-0.061119077141461545,-0.094614120436068,0.058148229986668146,0.020132659919928967,0.01983940121396025,0.00994974029845372,-0.0010576588487986184,-0.0448997893414948,0.031212403977709,0.031212403977709,0.01601812598404759,0.025738227165634207,-0.0016407840616027847,0.02731548300921512,0.006630574534479346,-0.05022803170308391,-0.047206741326470986,-0.015150063936578953,-0.002149660323822019,-0.015973167320591983,-0.006759786866761091,-0.015545733493416569,0.00108161729922065,0.0006461942862464223,0.017771237889213497,0.00412173231943475,0.058096713636385355,-0.024465146218533497,-0.01163853946012141,0.002158401932196352,0.004942259938575595,0.033769460385638876,0.021486526580321807,0.031258266378962465,-0.06461684805216883,-0.030048444406786248,0.029809661342906097,-0.0054168338496136835,0.019411449369148317,-0.13377177190943443,0.010582139275505189,-0.10525371811160193,0.10614882347717165,-0.026213241011184402,-0.03941928679709561,-0.054825799264952645,-0.02570645221799297,-0.13355611580152393,0.08520517784030594,1.0,-0.2161582540141075,-0.14889518552223943,-0.623108820849731,0.006186274645996907,-0.015909832837625006,-0.008319046102526569,-0.010141017649751203,-0.07454977875950787
LP_GrossPrincipalLoss,-0.25173944616580496,-0.038353464517686,0.06730089212698258,0.1006347839610937,0.09950623572635531,0.13942101978208046,0.0933375169394551,0.19638405210769425,-0.08611848492767957,-0.02483582659646544,-0.054002037042873444,-0.03622924934762828,0.024312614132128072,0.13227479897321887,-0.06105041201546987,-0.06105041201546987,-0.006535671539470849,-0.018996930269302048,-0.0038055037143899873,-0.030860769660424368,0.01616179469252446,0.18922679044991644,0.18743446135454983,0.05134452665166095,0.0039620843773734765,0.0016156292954590424,0.01748726754252124,0.019738417424339218,0.03197300136297222,-0.022549783342096015,-0.006028441678027046,-0.010175009770908162,-0.045690667727091454,0.08131693152023327,0.0723815605612485,-0.027098655466340032,-0.010444308423906966,-0.05027696737646849,-0.07083619261771493,-0.07454144934133165,0.014377810865639093,0.008774031447229888,-0.011865531634513088,0.04865247075558472,-0.05165810797805684,0.5340582935241391,-0.2637361517229578,0.2512674600472383,-0.25044434418503125,0.12749191792405826,0.18246971437923215,-0.026592503188829015,-0.06499620006919629,0.11585260885439026,-0.04942920959980151,-0.2161582540141075,1.0,0.9928212470286852,0.2597265766323412,-0.013143587212085776,0.04137217371964578,0.02093154060753875,0.028762357354242013,0.2198069667491372
LP_NetPrincipalLoss,-0.24771575477865068,-0.03598066128560143,0.06738529560324952,0.10030834027962682,0.09919506645186517,0.13871181103366964,0.09205292574520263,0.19447939123777874,-0.0849429415351577,-0.02478853821653152,-0.053068166334551484,-0.035736692924118414,0.024655482755769707,0.13048779468987667,-0.060673931121684635,-0.060673931121684635,-0.005877530377635348,-0.017758787052545553,-0.0036856890021359774,-0.02998366901032538,0.01635964559001094,0.18894902104677788,0.18736629590519424,0.051505927700391814,0.0044232788209517485,0.0016068816527230626,0.01816982871299667,0.01917265292981819,0.03244516994528416,-0.021710209291377097,-0.005739552809008493,-0.0098948837266385,-0.04331565623506591,0.08099872333158638,0.07275762474469705,-0.027578551405997187,-0.010005336457260063,-0.04806455140604034,-0.06926050208446358,-0.07262214632339352,0.012218681432384455,0.007823799737699668,-0.010005778151821522,0.04897122422876299,-0.05220817187106336,0.533929588268378,-0.25764793451010953,0.2465672868200064,-0.2461920784328155,0.12740814822581695,0.1833548489071036,-0.028020375817760245,-0.0656242610796033,0.1122318193104396,-0.04436806769816431,-0.14889518552223943,0.9928212470286852,1.0,0.2069850124530689,-0.013578461548419277,0.04089717029849364,0.020349527120346274,0.028300716154034483,0.21604932754260425
LP_NonPrincipalRecoverypayments,-0.0960042799961973,-0.03415741041482865,0.028519307899695742,0.04205874480982919,0.04102516448116786,0.04901385145404187,0.05104914158016081,0.07505328780299575,-0.046824377935661216,-0.01783481872791146,-0.0277000520184575,-0.0047896890144324316,0.005319574987383214,0.0616880421467465,-0.041627049516975566,-0.041627049516975566,-0.0020121860960824038,-0.010855650234073722,0.01194618938130756,-0.013766945859412594,0.0036141086196419423,0.06305656952850813,0.06598226404063393,0.020388266139860615,-0.0008229341766646463,0.014447767098331938,0.013495260750966423,0.010660860029112249,0.006409839040608418,0.005304197429338342,-0.014357620875478032,0.007174034514160877,-0.05115620470386374,0.03404065266682782,0.011240940400822477,0.0026578348698150485,-0.005671448219173603,-0.03902391763141331,-0.03559995252236598,-0.03906018491011815,0.017973740069384094,0.010652472427872687,-0.023570035202317662,0.003311962397069957,0.0037648320779072853,0.18314737658208108,-0.13394173915274368,0.10753468996145232,-0.09695585097672285,0.02431016007958053,0.04184174530686218,0.0013026332256506317,-0.013763593795487281,0.0526038325434557,-0.041250273619377505,-0.623108820849731,0.2597265766323412,0.2069850124530689,1.0,0.0007760977427272331,0.016845265308599627,0.010109495274483328,0.018604304070442824,0.06697014313658259
PercentFunded,0.01468782526166307,-0.02880641859407123,-0.02823558579828025,-0.029024572397658946,-0.029209384374501407,-0.04336576216574214,-0.022737704228265643,-0.03942161647484642,0.012490988250370497,-0.019343991556130154,-0.01168777602989002,0.0009976115861276885,-0.00569588989549836,0.023309833407635924,-0.030432422317189442,-0.030432422317189442,0.008066899632477026,0.006984151037515842,-0.001784043850536293,-0.00028499535137368635,-0.00524470963965514,0.012047405839368653,0.019360363445345793,0.005125835322660062,-0.005686638304127272,-0.004250374657389376,-0.002031381705126357,0.0013618348009324466,-0.007930820179721064,0.014403720575812209,-0.009939585998182062,-0.0023646877654361046,0.001989842322314428,0.012342962730887752,0.0023192425802308595,0.011800351832025227,-0.0128948700090297,0.014314076706162486,0.012365170457255725,0.012247422118214344,0.0019067879927274136,0.004893095241056315,-0.003300758688937338,-0.005053332234723358,0.003646445646634732,0.009926082702104318,0.009546688461799612,0.013106449389258472,0.018372073059790873,-0.010248148183904971,-0.00845251040175567,-0.05139401897890888,-0.04105651863465366,-0.06687712619940983,0.06959054468663292,0.006186274645996907,-0.013143587212085776,-0.013578461548419277,0.0007760977427272331,1.0,0.009604063704110193,0.001621611936826842,0.003337990246473571,-0.04971606595317299
Recommendations,-0.1260310052467054,-0.05667969401761505,-0.04423648406008291,-0.03057868959367715,-0.031068701343786465,-0.04669429344748981,0.004080628058205005,-0.019885511005265664,0.004772415966918861,0.026657580125478503,-0.02803148657602975,-0.03940367547012523,-0.009584923090786816,0.13334759910931882,-0.035079715260754214,-0.035079715260754214,-0.011274267314862123,-0.0211025180907299,-0.007311052999212509,-0.011528761395560196,-0.021470718698031355,0.04425068480409083,0.05481550652188742,0.022532024827056258,0.016132002192936427,0.006495203818775409,0.004419551109502278,0.016082586013902538,-0.00513340132091547,-0.016093328951499147,0.020526496171415453,-0.01600866577231192,-0.05260074311653239,0.01699535480232693,0.03312621409536724,-0.024966121982177365,-0.01899553634463019,0.05495862702533533,0.05599051034730662,0.05665179949450105,0.005188236916335679,-0.0029375623395242,0.015277563805775824,-0.03670902964904771,0.058997518658775436,0.06342725193665796,0.03955066852986317,0.14697677758359626,-0.12911946919454545,-0.01818998524567553,-0.009981952260713984,0.080796104415794,0.08462810488412378,0.03607378359498071,-0.03901614444745382,-0.015909832837625006,0.04137217371964578,0.04089717029849364,0.016845265308599627,0.009604063704110193,1.0,0.7180790818028814,0.32206248589316866,0.07382395018290681
InvestmentFromFriendsCount,-0.09281308725270865,-0.043507048271918834,-0.04675702929057233,-0.03731181518282165,-0.037301855670184715,-0.06384755657336309,0.009475168720203197,-0.04302165919160113,0.007745539608180562,0.028343352433609473,-0.01896772559982663,-0.03143170468687401,-0.010381983323473162,0.10020528627383042,-0.013162309625144484,-0.013162309625144484,-0.013339846179503052,-0.018607854912565797,-0.016086443193190657,-0.008482934063430793,-0.012182249626869857,0.0235879372162566,0.029127639130335854,0.013337515148112353,0.007140508254257278,-0.0018318811260778888,-0.003912065694365945,0.008313652313518329,-0.0004336717106653611,-0.021870570680568052,0.02788448747914538,-0.021967425293941238,-0.03295667739018023,0.0077393164988661615,0.03417016195232382,-0.030996613042860735,-0.012938327321348468,-9.789639745377939e-05,-0.014360851724474192,-0.012824441963617102,-0.012118700119608111,-0.009478772991466234,-0.00910880993555099,-0.018160873537001947,0.028405742267853935,0.03084338602591432,0.034885117647557404,0.11011405884847834,-0.09685635659320083,-0.007508989326935301,-0.0028574999197084586,0.07549631770640955,0.08077797546033408,0.027858081501284854,-0.035003680461520234,-0.008319046102526569,0.02093154060753875,0.020349527120346274,0.010109495274483328,0.001621611936826842,0.7180790818028814,1.0,0.4835059543336752,0.058773125002525926
InvestmentFromFriendsAmount,-0.05348053926196009,-0.024471880594512996,-0.031841379581058746,-0.026511608922689223,-0.026631800754614066,-0.03814571788913016,0.02455528058313031,-0.03190235621002892,-0.01045938239906671,0.0031310353644592314,-0.013096263332459626,-0.02082286549912625,-0.007612444663043761,0.04690624876056119,-0.023008745793154716,-0.023008745793154716,-0.009026136811973822,-0.010140513947857293,-0.0068422250573794,-0.005227532461379374,0.0028067090460012806,0.022731549876815537,0.0233515442841709,0.015324373172304026,0.005639432997623135,0.0020105838394826954,-0.0036793430388802257,0.00043884889053727964,0.01288378537464568,-0.004562557153831392,0.004902248952670883,-0.011642344541234763,-0.03094164811684377,0.0018363224210000899,0.02788649185873956,-0.02959147066171576,-0.005251357520701061,-0.0034157854040494096,-0.010247932778337557,-0.012010281727961038,0.012934555515697006,-0.004932863861648997,0.002838883383333424,-0.008924133541971002,0.009080804141055896,0.023621987428282403,0.0176974089713329,0.06533711006329329,-0.05604673248693172,0.02035061617453361,0.026683899542474628,0.07477042026400438,0.07509551299848845,0.04446024111935734,-0.05667464300092178,-0.010141017649751203,0.028762357354242013,0.028300716154034483,0.018604304070442824,0.003337990246473571,0.32206248589316866,0.4835059543336752,1.0,0.012177825351495605
Investors,-0.27965866844602566,-0.045136519163166244,-0.3076060533203787,-0.2742169423223071,-0.2741738655018894,-0.2652435069615692,-0.2755008821065262,-0.09233728591472486,0.3077531242672988,0.32059380263020293,-0.07399587222787245,-0.04159671215333076,0.12509334757345153,0.09433784577796996,0.27134998677368954,0.27134998677368954,0.03944947631698672,0.02521096424034689,0.008226059443740615,0.049840762216754,0.05553428198326249,0.013479462404336996,0.026334108424918047,-0.08709147820367213,-0.027038858113154887,-0.10547938485796746,-0.0882306522480601,-0.010938318799678876,0.07218477698268373,-0.1580532397326351,0.2076954150590045,0.02314076243523049,0.09908733554275116,-0.01392919455185898,0.004094835240199043,0.03993505155059885,0.07624377508121298,-0.03507449435412634,-0.05630206183879968,-0.051908870332317114,-0.03957472665646447,-0.017115406988910897,0.14312394264828585,0.044921572690085475,0.15216910344657517,0.08173447631699389,0.06987530709564194,0.2585900517831029,-0.28396332060927537,0.3800926465635783,0.38740934257969883,0.5626069774041377,0.5512147552446311,0.3821266901253209,-0.5248355639833975,-0.07454977875950787,0.2198069667491372,0.21604932754260425,0.06697014313658259,-0.04971606595317299,0.07382395018290681,0.058773125002525926,0.012177825351495605,1.0
